rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
138.0,Tahiti,TAH,4.0,4.0,1,OFC,1993-09-23
137.0,St Lucia,LCA,4.0,4.0,1,CONCACAF,1993-09-23
136.0,Botswana,BOT,4.0,5.0,1,CAF,1993-09-23
135.0,Lesotho,LES,5.0,2.0,-11,CAF,1993-09-23
134.0,Guyana,GUY,5.0,5.0,0,CONCACAF,1993-09-23
133.0,Vietnam,VIE,5.0,5.0,1,AFC,1993-09-23
132.0,Ukraine,UKR,5.0,5.0,1,UEFA,1993-09-23
131.0,Belarus,BLR,5.0,5.0,1,UEFA,1993-09-23
130.0,Guinea-Bissau,GNB,5.0,5.0,-3,CAF,1993-09-23
129.0,India,IND,6.0,6.0,0,AFC,1993-09-23
128.0,Slovenia,SVN,6.0,6.0,0,UEFA,1993-09-23
127.0,Antigua and Barbuda,ATG,7.0,7.0,0,CONCACAF,1993-09-23
126.0,Panama,PAN,7.0,7.0,1,CONCACAF,1993-09-23
124.0,Mauritius,MRI,7.0,8.0,1,CAF,1993-09-23
124.0,Benin,BEN,7.0,7.0,0,CAF,1993-09-23
123.0,St Vincent and the Grenadines,VIN,8.0,8.0,2,CONCACAF,1993-09-23
121.0,Fiji,FIJ,8.0,9.0,5,OFC,1993-09-23
119.0,Bangladesh,BAN,8.0,8.0,-1,AFC,1993-09-23
119.0,Burkina Faso,BFA,8.0,10.0,6,CAF,1993-09-23
118.0,San Marino,SMR,8.0,8.0,-1,UEFA,1993-09-23
117.0,Estonia,EST,9.0,8.0,-1,UEFA,1993-09-23
116.0,Croatia,CRO,9.0,9.0,-1,UEFA,1993-09-23
115.0,Sudan,SDN,9.0,7.0,-11,CAF,1993-09-23
139.0,Grenada,GRN,4.0,4.0,1,CONCACAF,1993-09-23
140.0,Haiti,HAI,3.0,3.0,1,CONCACAF,1993-09-23
142.0,Cabo Verde,CPV,2.0,2.0,-1,CAF,1993-09-23
143.0,Solomon Islands,SOL,2.0,2.0,-1,OFC,1993-09-23
166.0,Maldives,MDV,0.0,0.0,-1,AFC,1993-09-23
166.0,Macau,MAC,0.0,0.0,-1,AFC,1993-09-23
166.0,Bahamas,BAH,0.0,0.0,0,CONCACAF,1993-09-23
165.0,Aruba,ARU,0.0,0.0,0,CONCACAF,1993-09-23
164.0,Vanuatu,VAN,0.0,0.0,0,OFC,1993-09-23
163.0,Chad,CHA,0.0,0.0,0,CAF,1993-09-23
162.0,Philippines,PHI,0.0,0.0,0,AFC,1993-09-23
161.0,Sri Lanka,SRI,0.0,0.0,0,AFC,1993-09-23
159.0,Chinese Taipei,TPE,0.0,0.0,-1,AFC,1993-09-23
159.0,Equatorial Guinea,EQG,0.0,0.0,0,CAF,1993-09-23
158.0,Nepal,NEP,0.0,0.0,1,AFC,1993-09-23
114.0,Suriname,SUR,9.0,9.0,-1,CONCACAF,1993-09-23
157.0,Liechtenstein,LIE,0.0,0.0,-1,UEFA,1993-09-23
155.0,Namibia,NAM,0.0,0.0,0,CAF,1993-09-23
154.0,Central African Republic,CTA,1.0,1.0,1,CAF,1993-09-23
152.0,Seychelles,SEY,1.0,1.0,0,CAF,1993-09-23
152.0,The Gambia,GAM,1.0,1.0,-2,CAF,1993-09-23
151.0,Cuba,CUB,1.0,1.0,0,CONCACAF,1993-09-23
150.0,Nicaragua,NCA,1.0,1.0,0,CONCACAF,1993-09-23
149.0,Pakistan,PAK,1.0,1.0,0,AFC,1993-09-23
148.0,Dominican Republic,DOM,2.0,2.0,0,CONCACAF,1993-09-23
147.0,Libya,LBY,2.0,2.0,7,CAF,1993-09-23
145.0,Brunei Darussalam,BRU,2.0,2.0,0,AFC,1993-09-23
144.0,Mauritania,MTN,2.0,2.0,2,CAF,1993-09-23
156.0,Cayman Islands,CAY,0.0,0.0,0,CONCACAF,1993-09-23
58.0,IR Iran,IRN,31.0,32.0,4,AFC,1993-09-23
113.0,Guatemala,GUA,10.0,10.0,1,CONCACAF,1993-09-23
111.0,Faroe Islands,FRO,10.0,11.0,0,UEFA,1993-09-23
82.0,Niger,NIG,21.0,21.0,5,CAF,1993-09-23
81.0,Syria,SYR,21.0,21.0,3,AFC,1993-09-23
80.0,Bahrain,BHR,21.0,21.0,1,AFC,1993-09-23
79.0,Sierra Leone,SLE,21.0,18.0,-7,CAF,1993-09-23
78.0,Bermuda,BER,22.0,22.0,2,CONCACAF,1993-09-23
77.0,Malaysia,MAS,22.0,22.0,2,AFC,1993-09-23
76.0,Jamaica,JAM,22.0,19.0,-7,CONCACAF,1993-09-23
75.0,Singapore,SGP,24.0,24.0,2,AFC,1993-09-23
74.0,Cyprus,CYP,25.0,25.0,2,UEFA,1993-09-23
73.0,Peru,PER,25.0,26.0,3,CONMEBOL,1993-09-23
72.0,Kenya,KEN,25.0,17.0,-16,CAF,1993-09-23
71.0,Israel,ISR,26.0,26.0,2,UEFA,1993-09-23
70.0,Mali,MLI,27.0,24.0,-4,CAF,1993-09-23
69.0,Zaire,ZAI,27.0,25.0,-2,CAF,1993-09-23
68.0,Malawi,MWI,27.0,27.0,0,CAF,1993-09-23
67.0,Thailand,THA,27.0,27.0,1,AFC,1993-09-23
66.0,Turkey,TUR,27.0,29.0,3,UEFA,1993-09-23
65.0,Australia,AUS,29.0,32.0,13,AFC,1993-09-23
64.0,Korea DPR,PRK,30.0,30.0,3,AFC,1993-09-23
63.0,El Salvador,SLV,30.0,30.0,1,CONCACAF,1993-09-23
62.0,Yugoslavia,YUG,30.0,31.0,6,UEFA,1993-09-23
61.0,Kuwait,KUW,30.0,30.0,1,AFC,1993-09-23
60.0,Guinea,GUI,30.0,28.0,-5,CAF,1993-09-23
83.0,Madagascar,MAD,20.0,21.0,2,CAF,1993-09-23
84.0,New Zealand,NZL,20.0,21.0,4,OFC,1993-09-23
85.0,Malta,MLT,19.0,19.0,3,UEFA,1993-09-23
86.0,Lithuania,LTU,19.0,19.0,2,UEFA,1993-09-23
110.0,Luxembourg,LUX,11.0,11.0,0,UEFA,1993-09-23
109.0,Lebanon,LBN,11.0,11.0,1,AFC,1993-09-23
108.0,Barbados,BRB,11.0,11.0,3,CONCACAF,1993-09-23
107.0,Myanmar,MYA,11.0,11.0,1,AFC,1993-09-23
106.0,Hong Kong,HKG,11.0,12.0,3,AFC,1993-09-23
105.0,Puerto Rico,PUR,12.0,12.0,4,CONCACAF,1993-09-23
104.0,Togo,TOG,12.0,10.0,-10,CAF,1993-09-23
103.0,Mozambique,MOZ,12.0,12.0,3,CAF,1993-09-23
102.0,Indonesia,IDN,13.0,14.0,4,AFC,1993-09-23
101.0,Congo,CGO,13.0,11.0,-6,CAF,1993-09-23
100.0,Oman,OMA,14.0,14.0,3,AFC,1993-09-23
112.0,Liberia,LBR,10.0,12.0,13,CAF,1993-09-23
99.0,Tanzania,TAN,14.0,15.0,8,CAF,1993-09-23
97.0,Angola,ANG,15.0,15.0,4,CAF,1993-09-23
96.0,Uganda,UGA,16.0,11.0,-8,CAF,1993-09-23
95.0,South Africa,RSA,16.0,11.0,-14,CAF,1993-09-23
94.0,Venezuela,VEN,16.0,14.0,0,CONMEBOL,1993-09-23
93.0,Eswatini,SWZ,16.0,12.0,-9,CAF,1993-09-23
92.0,Ethiopia,ETH,16.0,14.0,-3,CAF,1993-09-23
91.0,Albania,ALB,17.0,15.0,-1,UEFA,1993-09-23
90.0,Yemen,YEM,17.0,17.0,0,AFC,1993-09-23
89.0,Jordan,JOR,17.0,17.0,2,AFC,1993-09-23
88.0,Trinidad and Tobago,TRI,17.0,18.0,3,CONCACAF,1993-09-23
87.0,Latvia,LVA,17.0,17.0,-2,UEFA,1993-09-23
98.0,Burundi,BDI,14.0,14.0,2,CAF,1993-09-23
1.0,Brazil,BRA,59.0,59.0,0,CONMEBOL,1993-10-22
2.0,Norway,NOR,59.0,57.0,-1,UEFA,1993-10-22
127.0,Mauritius,MRI,7.0,7.0,3,CAF,1993-10-22
121.0,Bangladesh,BAN,8.0,8.0,2,AFC,1993-10-22
120.0,Ukraine,UKR,9.0,5.0,-12,UEFA,1993-10-22
119.0,Estonia,EST,9.0,9.0,2,UEFA,1993-10-22
118.0,Croatia,CRO,9.0,9.0,2,UEFA,1993-10-22
117.0,Sudan,SDN,9.0,9.0,2,CAF,1993-10-22
116.0,Liberia,LBR,9.0,10.0,4,CAF,1993-10-22
115.0,Suriname,SUR,9.0,9.0,1,CONCACAF,1993-10-22
114.0,Guatemala,GUA,10.0,10.0,1,CONCACAF,1993-10-22
113.0,Faroe Islands,FRO,10.0,10.0,2,UEFA,1993-10-22
122.0,San Marino,SMR,8.0,8.0,4,UEFA,1993-10-22
112.0,Barbados,BRB,11.0,11.0,4,CONCACAF,1993-10-22
110.0,Hong Kong,HKG,11.0,11.0,4,AFC,1993-10-22
109.0,Myanmar,MYA,11.0,11.0,2,AFC,1993-10-22
108.0,Fiji,FIJ,12.0,8.0,-13,OFC,1993-10-22
106.0,Togo,TOG,12.0,12.0,2,CAF,1993-10-22
106.0,Luxembourg,LUX,12.0,11.0,-4,UEFA,1993-10-22
105.0,Puerto Rico,PUR,12.0,12.0,0,CONCACAF,1993-10-22
104.0,Mozambique,MOZ,12.0,12.0,1,CAF,1993-10-22
103.0,Indonesia,IDN,13.0,13.0,1,AFC,1993-10-22
102.0,Congo,CGO,13.0,13.0,1,CAF,1993-10-22
111.0,Lebanon,LBN,11.0,11.0,2,AFC,1993-10-22
123.0,Burkina Faso,BFA,8.0,8.0,4,CAF,1993-10-22
125.0,St Vincent and the Grenadines,VIN,8.0,8.0,2,CONCACAF,1993-10-22
126.0,Benin,BEN,7.0,7.0,2,CAF,1993-10-22
150.0,Nicaragua,NCA,1.0,1.0,0,CONCACAF,1993-10-22
148.0,Libya,LBY,2.0,2.0,1,CAF,1993-10-22
146.0,Brunei Darussalam,BRU,2.0,2.0,1,AFC,1993-10-22
145.0,Solomon Islands,SOL,2.0,2.0,2,OFC,1993-10-22
144.0,Pakistan,PAK,2.0,1.0,-5,AFC,1993-10-22
143.0,Mauritania,MTN,2.0,2.0,-1,CAF,1993-10-22
142.0,Cabo Verde,CPV,2.0,2.0,0,CAF,1993-10-22
141.0,Laos,LAO,2.0,2.0,0,AFC,1993-10-22
140.0,Haiti,HAI,3.0,3.0,0,CONCACAF,1993-10-22
139.0,Grenada,GRN,4.0,4.0,0,CONCACAF,1993-10-22
138.0,Tahiti,TAH,4.0,4.0,0,OFC,1993-10-22
137.0,Botswana,BOT,4.0,4.0,1,CAF,1993-10-22
136.0,St Lucia,LCA,4.0,4.0,-1,CONCACAF,1993-10-22
135.0,Lesotho,LES,5.0,5.0,0,CAF,1993-10-22
134.0,Guyana,GUY,5.0,5.0,0,CONCACAF,1993-10-22
133.0,Vietnam,VIE,5.0,5.0,0,AFC,1993-10-22
132.0,Belarus,BLR,5.0,5.0,1,UEFA,1993-10-22
131.0,Guinea-Bissau,GNB,5.0,5.0,1,CAF,1993-10-22
130.0,Slovenia,SVN,6.0,6.0,2,UEFA,1993-10-22
129.0,Antigua and Barbuda,ATG,7.0,7.0,2,CONCACAF,1993-10-22
128.0,Panama,PAN,7.0,7.0,2,CONCACAF,1993-10-22
101.0,Oman,OMA,13.0,14.0,1,AFC,1993-10-22
100.0,India,IND,14.0,6.0,-29,AFC,1993-10-22
99.0,Tanzania,TAN,14.0,14.0,0,CAF,1993-10-22
98.0,Burundi,BDI,14.0,14.0,0,CAF,1993-10-22
72.0,Kenya,KEN,25.0,25.0,0,CAF,1993-10-22
71.0,Peru,PER,25.0,25.0,-2,CONMEBOL,1993-10-22
70.0,Zaire,ZAI,25.0,27.0,1,CAF,1993-10-22
69.0,Malawi,MWI,26.0,27.0,1,CAF,1993-10-22
68.0,Thailand,THA,27.0,27.0,1,AFC,1993-10-22
67.0,Turkey,TUR,27.0,27.0,1,UEFA,1993-10-22
66.0,Israel,ISR,29.0,26.0,-5,UEFA,1993-10-22
65.0,Yugoslavia,YUG,29.0,30.0,3,UEFA,1993-10-22
64.0,Iraq,IRQ,29.0,30.0,5,AFC,1993-10-22
63.0,Guinea,GUI,30.0,30.0,3,CAF,1993-10-22
62.0,Kuwait,KUW,30.0,30.0,1,AFC,1993-10-22
61.0,Australia,AUS,30.0,29.0,-4,AFC,1993-10-22
60.0,El Salvador,SLV,30.0,30.0,-3,CONCACAF,1993-10-22
59.0,IR Iran,IRN,30.0,31.0,1,AFC,1993-10-22
58.0,Korea DPR,PRK,30.0,30.0,-6,AFC,1993-10-22
57.0,Senegal,SEN,31.0,31.0,0,CAF,1993-10-22
56.0,Paraguay,PAR,31.0,32.0,1,CONMEBOL,1993-10-22
55.0,United Arab Emirates,UAE,31.0,31.0,-1,AFC,1993-10-22
54.0,Gabon,GAB,32.0,33.0,3,CAF,1993-10-22
53.0,Bolivia,BOL,32.0,32.0,0,CONMEBOL,1993-10-22
52.0,Chile,CHI,32.0,33.0,0,CONMEBOL,1993-10-22
73.0,Mali,MLI,25.0,27.0,3,CAF,1993-10-22
151.0,Cuba,CUB,1.0,1.0,0,CONCACAF,1993-10-22
74.0,Singapore,SGP,24.0,24.0,-1,AFC,1993-10-22
76.0,Jamaica,JAM,22.0,22.0,0,CONCACAF,1993-10-22
97.0,Angola,ANG,14.0,15.0,0,CAF,1993-10-22
96.0,Uganda,UGA,15.0,16.0,0,CAF,1993-10-22
95.0,South Africa,RSA,15.0,16.0,0,CAF,1993-10-22
94.0,Venezuela,VEN,16.0,16.0,0,CONMEBOL,1993-10-22
93.0,Yemen,YEM,16.0,17.0,3,AFC,1993-10-22
92.0,Eswatini,SWZ,17.0,16.0,-1,CAF,1993-10-22
91.0,Albania,ALB,17.0,17.0,0,UEFA,1993-10-22
90.0,Ethiopia,ETH,17.0,16.0,-2,CAF,1993-10-22
89.0,Jordan,JOR,17.0,17.0,0,AFC,1993-10-22
88.0,Trinidad and Tobago,TRI,17.0,17.0,0,CONCACAF,1993-10-22
87.0,Latvia,LVA,17.0,17.0,0,UEFA,1993-10-22
86.0,Madagascar,MAD,19.0,20.0,3,CAF,1993-10-22
85.0,Lithuania,LTU,19.0,19.0,-1,UEFA,1993-10-22
84.0,Malta,MLT,19.0,19.0,-1,UEFA,1993-10-22
83.0,Sierra Leone,SLE,20.0,21.0,4,CAF,1993-10-22
82.0,Niger,NIG,21.0,21.0,0,CAF,1993-10-22
81.0,Syria,SYR,21.0,21.0,0,AFC,1993-10-22
80.0,Bahrain,BHR,21.0,21.0,0,AFC,1993-10-22
79.0,Malaysia,MAS,22.0,22.0,2,AFC,1993-10-22
78.0,Bermuda,BER,22.0,22.0,0,CONCACAF,1993-10-22
77.0,New Zealand,NZL,22.0,20.0,-7,OFC,1993-10-22
75.0,Cyprus,CYP,24.0,25.0,1,UEFA,1993-10-22
152.0,The Gambia,GAM,1.0,1.0,0,CAF,1993-10-22
149.0,Dominican Republic,DOM,2.0,2.0,1,CONCACAF,1993-10-22
153.0,Seychelles,SEY,0.0,1.0,1,CAF,1993-10-22
29.0,Scotland,SCO,43.0,44.0,1,UEFA,1993-10-22
30.0,Morocco,MAR,43.0,42.0,-2,CAF,1993-10-22
31.0,Algeria,ALG,42.0,43.0,1,CAF,1993-10-22
32.0,Bulgaria,BUL,42.0,39.0,-5,UEFA,1993-10-22
33.0,Côte d'Ivoire,CIV,41.0,43.0,2,CAF,1993-10-22
34.0,Austria,AUT,41.0,41.0,1,UEFA,1993-10-22
35.0,Tunisia,TUN,40.0,41.0,1,CAF,1993-10-22
36.0,Greece,GRE,40.0,40.0,1,UEFA,1993-10-22
37.0,Korea Republic,KOR,39.0,39.0,1,AFC,1993-10-22
38.0,Costa Rica,CRC,38.0,38.0,0,CONCACAF,1993-10-22
39.0,Honduras,HON,38.0,38.0,0,CONCACAF,1993-10-22
40.0,Ghana,GHA,37.0,37.0,-2,CAF,1993-10-22
41.0,Ecuador,ECU,37.0,37.0,0,CONMEBOL,1993-10-22
42.0,Northern Ireland,NIR,36.0,37.0,2,UEFA,1993-10-22
43.0,Zimbabwe,ZIM,36.0,34.0,-4,CAF,1993-10-22
44.0,Japan,JPN,35.0,35.0,1,AFC,1993-10-22
45.0,Finland,FIN,35.0,33.0,-5,UEFA,1993-10-22
46.0,Saudi Arabia,KSA,34.0,34.0,2,AFC,1993-10-22
47.0,Canada,CAN,34.0,34.0,1,CONCACAF,1993-10-22
48.0,China PR,CHN,34.0,34.0,3,AFC,1993-10-22
153.0,Central African Republic,CTA,0.0,1.0,-1,CAF,1993-10-22
28.0,Wales,WAL,44.0,43.0,-1,UEFA,1993-10-22
27.0,Egypt,EGY,44.0,45.0,2,CAF,1993-10-22
26.0,USA,USA,45.0,45.0,0,CONCACAF,1993-10-22
25.0,Zambia,ZAM,45.0,44.0,-2,CAF,1993-10-22
3.0,Italy,ITA,59.0,57.0,1,UEFA,1993-10-22
4.0,Germany,GER,58.0,56.0,-1,UEFA,1993-10-22
5.0,Denmark,DEN,58.0,56.0,1,UEFA,1993-10-22
6.0,Netherlands,NED,56.0,53.0,-7,UEFA,1993-10-22
7.0,Spain,ESP,56.0,53.0,-7,UEFA,1993-10-22
8.0,Sweden,SWE,55.0,55.0,-3,UEFA,1993-10-22
9.0,Argentina,ARG,55.0,55.0,-3,CONMEBOL,1993-10-22
10.0,England,ENG,55.0,56.0,5,UEFA,1993-10-22
11.0,Republic of Ireland,IRL,55.0,55.0,2,UEFA,1993-10-22
11.0,Russia,RUS,55.0,55.0,3,UEFA,1993-10-22
50.0,Iceland,ISL,33.0,34.0,1,UEFA,1993-10-22
13.0,Switzerland,SUI,53.0,55.0,3,UEFA,1993-10-22
15.0,Romania,ROU,52.0,48.0,-5,UEFA,1993-10-22
16.0,Nigeria,NGA,52.0,50.0,-2,CAF,1993-10-22
17.0,Uruguay,URU,51.0,51.0,2,CONMEBOL,1993-10-22
18.0,Mexico,MEX,51.0,51.0,2,CONCACAF,1993-10-22
19.0,Colombia,COL,49.0,50.0,0,CONMEBOL,1993-10-22
20.0,Portugal,POR,49.0,47.0,-1,UEFA,1993-10-22
21.0,Czechoslovakia,TCH,47.0,50.0,4,UEFA,1993-10-22
22.0,Cameroon,CMR,47.0,46.0,-1,CAF,1993-10-22
23.0,Poland,POL,46.0,47.0,1,UEFA,1993-10-22
24.0,Belgium,BEL,46.0,45.0,0,UEFA,1993-10-22
14.0,France,FRA,53.0,56.0,7,UEFA,1993-10-22
51.0,Qatar,QAT,32.0,32.0,-3,AFC,1993-10-22
49.0,Hungary,HUN,34.0,34.0,1,UEFA,1993-10-22
159.0,Sri Lanka,SRI,0.0,0.0,-2,AFC,1993-10-22
163.0,Vanuatu,VAN,0.0,0.0,-1,OFC,1993-10-22
162.0,Philippines,PHI,0.0,0.0,0,AFC,1993-10-22
166.0,Bahamas,BAH,0.0,0.0,0,CONCACAF,1993-10-22
159.0,Nepal,NEP,0.0,0.0,1,AFC,1993-10-22
159.0,Equatorial Guinea,EQG,0.0,0.0,0,CAF,1993-10-22
158.0,Chinese Taipei,TPE,0.0,0.0,-1,AFC,1993-10-22
157.0,Liechtenstein,LIE,0.0,0.0,0,UEFA,1993-10-22
166.0,Macau,MAC,0.0,0.0,0,AFC,1993-10-22
156.0,Cayman Islands,CAY,0.0,0.0,0,CONCACAF,1993-10-22
155.0,Namibia,NAM,0.0,0.0,0,CAF,1993-10-22
166.0,Maldives,MDV,0.0,0.0,0,AFC,1993-10-22
164.0,Chad,CHA,0.0,0.0,1,CAF,1993-10-22
165.0,Aruba,ARU,0.0,0.0,0,CONCACAF,1993-10-22
49.0,Australia,AUS,35.0,30.0,-12,AFC,1993-11-19
50.0,Hungary,HUN,35.0,34.0,1,UEFA,1993-11-19
51.0,Turkey,TUR,34.0,27.0,-16,UEFA,1993-11-19
52.0,China PR,CHN,33.0,34.0,4,AFC,1993-11-19
80.0,Syria,SYR,20.0,21.0,-1,AFC,1993-11-19
42.0,Northern Ireland,NIR,37.0,36.0,0,UEFA,1993-11-19
47.0,Ecuador,ECU,36.0,37.0,6,CONMEBOL,1993-11-19
46.0,Zimbabwe,ZIM,36.0,36.0,3,CAF,1993-11-19
45.0,Iceland,ISL,36.0,33.0,-5,UEFA,1993-11-19
44.0,Finland,FIN,36.0,35.0,-1,UEFA,1993-11-19
43.0,Japan,JPN,36.0,35.0,-1,AFC,1993-11-19
53.0,Chile,CHI,33.0,32.0,1,CONMEBOL,1993-11-19
81.0,Niger,NIG,20.0,21.0,-1,CAF,1993-11-19
54.0,Qatar,QAT,33.0,32.0,3,AFC,1993-11-19
56.0,Gabon,GAB,32.0,32.0,2,CAF,1993-11-19
79.0,Jamaica,JAM,21.0,22.0,3,CONCACAF,1993-11-19
78.0,Bahrain,BHR,21.0,21.0,-2,AFC,1993-11-19
77.0,Malaysia,MAS,21.0,22.0,-2,AFC,1993-11-19
76.0,New Zealand,NZL,22.0,22.0,-1,OFC,1993-11-19
75.0,Mali,MLI,23.0,25.0,2,CAF,1993-11-19
74.0,Singapore,SGP,24.0,24.0,0,AFC,1993-11-19
73.0,Cyprus,CYP,24.0,24.0,-2,UEFA,1993-11-19
72.0,Kenya,KEN,25.0,25.0,0,CAF,1993-11-19
71.0,Peru,PER,25.0,25.0,0,CONMEBOL,1993-11-19
70.0,Zaire,ZAI,25.0,25.0,0,CAF,1993-11-19
69.0,Malawi,MWI,26.0,26.0,0,CAF,1993-11-19
55.0,United Arab Emirates,UAE,32.0,31.0,0,AFC,1993-11-19
68.0,Thailand,THA,26.0,27.0,0,AFC,1993-11-19
66.0,Iraq,IRQ,29.0,29.0,2,AFC,1993-11-19
65.0,El Salvador,SLV,29.0,30.0,5,CONCACAF,1993-11-19
64.0,Kuwait,KUW,30.0,30.0,2,AFC,1993-11-19
63.0,Senegal,SEN,30.0,31.0,6,CAF,1993-11-19
62.0,Guinea,GUI,30.0,30.0,-1,CAF,1993-11-19
61.0,Paraguay,PAR,30.0,31.0,5,CONMEBOL,1993-11-19
60.0,Israel,ISR,30.0,29.0,-6,UEFA,1993-11-19
59.0,Bolivia,BOL,31.0,32.0,6,CONMEBOL,1993-11-19
58.0,IR Iran,IRN,31.0,30.0,-1,AFC,1993-11-19
57.0,Korea DPR,PRK,31.0,30.0,-1,AFC,1993-11-19
48.0,Canada,CAN,36.0,34.0,1,CONCACAF,1993-11-19
67.0,Yugoslavia,YUG,28.0,29.0,2,UEFA,1993-11-19
41.0,Ghana,GHA,37.0,37.0,1,CAF,1993-11-19
116.0,Suriname,SUR,9.0,9.0,1,CONCACAF,1993-11-19
39.0,Korea Republic,KOR,38.0,39.0,2,AFC,1993-11-19
17.0,Mexico,MEX,51.0,51.0,-1,CONCACAF,1993-11-19
16.0,Nigeria,NGA,52.0,52.0,0,CAF,1993-11-19
15.0,France,FRA,52.0,53.0,1,UEFA,1993-11-19
14.0,Russia,RUS,52.0,55.0,3,UEFA,1993-11-19
13.0,Republic of Ireland,IRL,54.0,55.0,2,UEFA,1993-11-19
12.0,Romania,ROU,55.0,52.0,-3,UEFA,1993-11-19
11.0,Sweden,SWE,55.0,55.0,3,UEFA,1993-11-19
9.0,Switzerland,SUI,55.0,53.0,-4,UEFA,1993-11-19
9.0,Argentina,ARG,55.0,55.0,0,CONMEBOL,1993-11-19
8.0,England,ENG,56.0,55.0,-2,UEFA,1993-11-19
7.0,Spain,ESP,57.0,56.0,0,UEFA,1993-11-19
6.0,Denmark,DEN,57.0,58.0,1,UEFA,1993-11-19
5.0,Norway,NOR,58.0,59.0,3,UEFA,1993-11-19
4.0,Brazil,BRA,58.0,59.0,3,CONMEBOL,1993-11-19
3.0,Germany,GER,59.0,58.0,-1,UEFA,1993-11-19
2.0,Netherlands,NED,59.0,56.0,-4,UEFA,1993-11-19
1.0,Italy,ITA,60.0,59.0,-2,UEFA,1993-11-19
18.0,Uruguay,URU,51.0,51.0,1,CONMEBOL,1993-11-19
19.0,Czechoslovakia,TCH,50.0,47.0,-2,UEFA,1993-11-19
20.0,Portugal,POR,49.0,49.0,0,UEFA,1993-11-19
21.0,Colombia,COL,49.0,49.0,2,CONMEBOL,1993-11-19
38.0,Saudi Arabia,KSA,38.0,34.0,-8,AFC,1993-11-19
37.0,Costa Rica,CRC,39.0,38.0,-1,CONCACAF,1993-11-19
36.0,Tunisia,TUN,40.0,40.0,1,CAF,1993-11-19
35.0,Austria,AUT,41.0,41.0,1,UEFA,1993-11-19
34.0,Côte d'Ivoire,CIV,41.0,41.0,1,CAF,1993-11-19
82.0,Bermuda,BER,20.0,22.0,4,CONCACAF,1993-11-19
33.0,Algeria,ALG,42.0,42.0,2,CAF,1993-11-19
32.0,Greece,GRE,42.0,40.0,-4,UEFA,1993-11-19
40.0,Honduras,HON,38.0,38.0,1,CONCACAF,1993-11-19
31.0,Egypt,EGY,43.0,44.0,4,CAF,1993-11-19
29.0,Zambia,ZAM,44.0,45.0,4,CAF,1993-11-19
28.0,Wales,WAL,44.0,44.0,0,UEFA,1993-11-19
27.0,USA,USA,45.0,45.0,1,CONCACAF,1993-11-19
26.0,Poland,POL,45.0,46.0,3,UEFA,1993-11-19
25.0,Scotland,SCO,45.0,43.0,-4,UEFA,1993-11-19
24.0,Cameroon,CMR,46.0,47.0,2,CAF,1993-11-19
23.0,Bulgaria,BUL,46.0,42.0,-9,UEFA,1993-11-19
22.0,Belgium,BEL,47.0,46.0,-2,UEFA,1993-11-19
30.0,Morocco,MAR,44.0,43.0,0,CAF,1993-11-19
115.0,Faroe Islands,FRO,10.0,10.0,2,UEFA,1993-11-19
114.0,Togo,TOG,11.0,12.0,8,CAF,1993-11-19
147.0,Brunei Darussalam,BRU,2.0,2.0,1,AFC,1993-11-19
146.0,Slovakia,SVK,2.0,0.0,146,UEFA,1993-11-19
145.0,Pakistan,PAK,2.0,2.0,1,AFC,1993-11-19
144.0,Mauritania,MTN,2.0,2.0,1,CAF,1993-11-19
143.0,Solomon Islands,SOL,2.0,2.0,-2,OFC,1993-11-19
142.0,Cabo Verde,CPV,2.0,2.0,0,CAF,1993-11-19
141.0,Laos,LAO,2.0,2.0,0,AFC,1993-11-19
140.0,Haiti,HAI,3.0,3.0,0,CONCACAF,1993-11-19
139.0,Grenada,GRN,4.0,4.0,0,CONCACAF,1993-11-19
138.0,Tahiti,TAH,4.0,4.0,0,OFC,1993-11-19
137.0,Botswana,BOT,4.0,4.0,0,CAF,1993-11-19
135.0,Lesotho,LES,5.0,5.0,0,CAF,1993-11-19
134.0,Belarus,BLR,5.0,5.0,2,UEFA,1993-11-19
133.0,Guyana,GUY,5.0,5.0,-1,CONCACAF,1993-11-19
132.0,Guinea-Bissau,GNB,5.0,5.0,1,CAF,1993-11-19
131.0,Vietnam,VIE,5.0,5.0,-2,AFC,1993-11-19
130.0,Slovenia,SVN,6.0,6.0,0,UEFA,1993-11-19
129.0,Antigua and Barbuda,ATG,7.0,7.0,0,CONCACAF,1993-11-19
149.0,Libya,LBY,2.0,2.0,1,CAF,1993-11-19
128.0,Mauritius,MRI,7.0,7.0,1,CAF,1993-11-19
150.0,Dominican Republic,DOM,2.0,2.0,1,CONCACAF,1993-11-19
152.0,Nicaragua,NCA,1.0,1.0,2,CONCACAF,1993-11-19
167.0,Maldives,MDV,0.0,0.0,1,AFC,1993-11-19
167.0,Macau,MAC,0.0,0.0,1,AFC,1993-11-19
167.0,Bahamas,BAH,0.0,0.0,1,CONCACAF,1993-11-19
166.0,Chad,CHA,0.0,0.0,2,CAF,1993-11-19
165.0,Aruba,ARU,0.0,0.0,0,CONCACAF,1993-11-19
164.0,Vanuatu,VAN,0.0,0.0,1,OFC,1993-11-19
163.0,Philippines,PHI,0.0,0.0,1,AFC,1993-11-19
162.0,Nepal,NEP,0.0,0.0,3,AFC,1993-11-19
